Date,Open,High,Low,Close,Adj Close,Volume,CryptoName 
2/19/2019,"3,458,170,898","3,550,250,000","3,457,109,131","3,480,855,713","3,480,855,713",8760246807,ETH
2/20/2019,"3,480,332,764","3,527,264,648","3,459,408,203","3,525,297,852","3,525,297,852",7662026836,BTC
2/21/2019,"3,525,846,436","3,538,560,791","3,477,775,879","3,486,701,904","3,486,701,904",6856030209,ETH
2/22/2019,"3,485,425,537","3,533,866,943","3,483,810,059","3,532,994,629","3,532,994,629",6903230070,BTC
2/23/2019,"3,527,164,063","3,674,789,307","3,500,535,889","3,653,833,008","3,653,833,008",7869699502,ETH
2/24/2019,"3,656,418,213","3,713,912,354","3,346,897,461","3,359,558,594","3,359,558,594",9517000488,ETH
2/25/2019,"3,356,702,637","3,446,437,988","3,357,589,600","3,416,384,521","3,416,384,521",8199608659,ETH
2/26/2019,"3,412,857,910","3,424,978,760","3,379,692,383","3,382,942,871","3,382,942,871",6961175395,ETH
2/27/2019,"3,385,929,932","3,414,516,357","3,330,305,420","3,384,327,393","3,384,327,393",7295249060,ETH
2/28/2019,"3,382,491,455","3,434,394,043","3,381,430,664","3,389,312,256","3,389,312,256",7385479037,BTC
3/1/2019,"3,388,581,787","3,437,394,531","3,387,197,510","3,394,986,328","3,394,986,328",6739025250,BTC
3/2/2019,"3,391,234,375","3,408,201,660","3,370,835,449","3,398,930,908","3,398,930,908",6665890978,ETH
3/3/2019,"3,397,040,771","3,409,650,635","3,372,877,930","3,381,982,910","3,381,982,910",6376472408,ETH
3/4/2019,"3,380,150,879","3,401,706,543","3,293,708,496","3,317,817,383","3,317,817,383",7964031008,BTC
3/5/2019,"3,316,484,375","3,454,646,240","3,303,940,674","3,445,985,352","3,445,985,352",8998078794,ETH
3/6/2019,"3,446,609,619","3,468,378,662","3,427,740,967","3,450,862,793","3,450,862,793",8110434720,ETH
3/7/2019,"3,450,373,535","3,484,552,979","3,442,310,303","3,493,002,441","3,493,002,441",8558774818,BTC
3/8/2019,"3,494,585,205","3,514,063,477","3,449,360,107","3,472,416,748","3,472,416,748",9469505717,BTC
3/9/2019,"3,466,560,791","3,549,040,283","3,464,636,230","3,527,745,605","3,527,745,605",9609611742,BTC
3/10/2019,"3,530,291,748","3,530,291,748","3,491,600,342","3,518,216,064","3,518,216,064",8647984408,BTC
3/11/2019,"3,520,121,582","3,531,014,404","3,464,798,584","3,468,384,766","3,468,384,766",8993208390,ETH
3/12/2019,"3,467,080,078","3,482,302,490","3,431,087,646","3,463,680,420","3,463,680,420",8691981778,BTC
3/13/2019,"3,467,057,861","3,464,028,809","3,446,145,020","3,447,834,229","3,447,834,229",8356934390,BTC
3/14/2019,"3,446,351,563","3,493,291,748","3,451,313,477","3,470,221,436","3,470,221,436",9267900197,BTC
3/15/2019,"3,472,791,992","3,505,314,697","3,457,903,320","3,494,711,914","3,494,711,914",8288512017,ETH
3/16/2019,"3,497,349,121","3,597,169,189","3,495,370,361","3,572,190,918","3,572,190,918",8696096120,BTC
3/17/2019,"3,571,302,979","3,576,951,904","3,534,856,445","3,555,384,033","3,555,384,033",7261956175,ETH
3/18/2019,"3,560,247,314","3,594,797,852","3,533,960,693","3,557,131,104","3,557,131,104",8509713345,ETH
3/19/2019,"3,557,382,813","3,595,558,594","3,546,391,113","3,585,598,877","3,585,598,877",8230304628,ETH
3/20/2019,"3,585,180,908","3,579,555,176","3,552,505,127","3,576,836,182","3,576,836,182",8904659506,BTC
3/21/2019,"3,573,741,455","3,596,863,281","3,524,140,625","3,542,431,152","3,542,431,152",9522390586,ETH
3/22/2019,"3,541,725,098","3,586,815,430","3,530,906,250","3,558,986,572","3,558,986,572",8183731459,BTC
3/23/2019,"3,557,876,709","3,581,906,494","3,551,907,959","3,569,474,609","3,569,474,609",8471985632,BTC
3/24/2019,"3,568,888,184","3,573,784,668","3,547,015,137","3,560,789,307","3,560,789,307",8095854344,ETH
3/25/2019,"3,562,510,742","3,573,089,844","3,478,057,373","3,502,470,703","3,502,470,703",9155769653,ETH
3/26/2019,"3,507,794,189","3,534,563,477","3,494,652,832","3,534,563,477","3,534,563,477",9497165017,ETH
3/27/2019,"3,534,148,682","3,632,138,916","3,531,162,109","3,631,979,492","3,631,979,492",9683758088,ETH
3/28/2019,"3,632,922,607","3,649,548,828","3,598,241,211","3,623,731,201","3,623,731,201",8330101742,BTC
3/29/2019,"3,622,544,434","3,662,805,176","3,590,794,189","3,652,061,523","3,652,061,523",9729622878,BTC
3/30/2019,"3,646,502,441","3,828,884,521","3,612,438,965","3,659,444,824","3,659,444,824",8672798331,BTC
3/31/2019,"3,658,372,070","3,664,654,785","3,647,794,678","3,657,865,967","3,657,865,967",8059095555,BTC
4/1/2019,"3,657,873,779","3,711,023,438","3,650,339,111","3,710,858,154","3,710,858,154",9065049147,BTC
4/2/2019,"3,709,759,766","4,378,117,676","3,708,283,447","4,354,895,508","4,354,895,508",19021953657,ETH
4/3/2019,"4,355,743,164","4,722,585,938","4,352,803,711","4,422,508,301","4,422,508,301",20364873584,ETH
4/4/2019,"4,421,103,516","4,502,374,512","4,308,969,238","4,386,386,230","4,386,386,230",16263001737,ETH
4/5/2019,"4,386,220,215","4,505,315,430","4,382,774,902","4,488,186,523","4,488,186,523",15003740653,BTC
4/6/2019,"4,488,286,133","4,638,907,715","4,448,568,848","4,508,803,223","4,508,803,223",15086140497,BTC
4/7/2019,"4,511,455,566","4,666,121,582","4,500,422,363","4,634,541,016","4,634,541,016",14847420752,BTC
4/8/2019,"4,635,320,313","4,739,822,754","4,577,841,309","4,699,305,664","4,699,305,664",15239302854,BTC
4/9/2019,"4,699,436,035","4,699,436,035","4,582,141,602","4,619,988,770","4,619,988,770",13067531219,ETH
4/10/2019,"4,619,262,695","4,810,051,270","4,609,578,613","4,722,057,617","4,722,057,617",13750184451,BTC
4/11/2019,"4,722,468,750","4,748,882,324","4,451,706,543","4,497,265,137","4,497,265,137",14701387025,BTC
4/12/2019,"4,494,346,191","4,516,770,508","4,391,529,785","4,500,679,199","4,500,679,199",12092984942,BTC
4/13/2019,"4,500,069,824","4,533,914,063","4,475,963,379","4,506,911,621","4,506,911,621",9571034992,ETH
4/14/2019,"4,506,179,199","4,586,133,301","4,469,249,512","4,571,382,813","4,571,382,813",9192752356,BTC
4/15/2019,"4,571,028,320","4,595,400,879","4,444,608,398","4,482,450,195","4,482,450,195",10872080100,ETH
4/16/2019,"4,482,173,340","4,641,778,809","4,471,072,266","4,639,527,832","4,639,527,832",10295957065,BTC
4/17/2019,"4,640,038,086","4,674,558,594","4,611,700,684","4,649,068,359","4,649,068,359",11010667480,BTC
4/18/2019,"4,648,747,070","4,736,942,383","4,647,564,941","4,715,563,477","4,715,563,477",11798276027,ETH
4/19/2019,"4,715,548,340","4,745,770,996","4,657,029,785","4,716,388,672","4,716,388,672",12254008323,BTC
4/20/2019,"4,716,698,242","4,765,010,742","4,709,333,008","4,746,688,477","4,746,688,477",11711043211,ETH
4/21/2019,"4,744,903,809","4,766,286,621","4,674,642,090","4,726,600,586","4,726,600,586",12212731492,BTC
4/22/2019,"4,724,683,105","4,816,105,469","4,699,219,238","4,795,597,656","4,795,597,656",12968847994,BTC
4/23/2019,"4,795,597,656","5,023,041,504","4,790,311,523","4,964,707,031","4,964,707,031",14137009893,ETH
4/24/2019,"4,963,701,172","5,035,355,469","4,858,919,922","4,899,657,227","4,899,657,227",15284823497,ETH
4/25/2019,"4,901,143,555","4,978,442,871","4,653,117,188","4,678,542,969","4,678,542,969",13765122793,BTC
4/26/2019,"4,678,353,516","4,833,077,148","4,649,991,211","4,732,407,715","4,732,407,715",15070373647,ETH
4/27/2019,"4,732,518,066","4,760,227,051","4,691,431,152","4,722,169,434","4,722,169,434",11752133720,BTC
4/28/2019,"4,725,266,602","4,771,132,324","4,714,505,859","4,740,140,625","4,740,140,625",11498007295,ETH
4/29/2019,"4,739,846,680","4,758,270,020","4,664,009,766","4,690,791,992","4,690,791,992",12278635854,ETH
